ID,Prediction
15WCXN1 X 2020-01-09,336.9002762865466
15WCXN1 X 2020-01-10,288.9708593237974
15WCXN1 X 2020-01-11,259.07915951359695
15WCXN1 X 2020-01-12,260.1124394329917
15WCXN1 X 2020-01-13,261.06463722092866
15WCXN1 X 2020-01-14,248.74514788263633
15WCXN1 X 2020-01-15,248.74514788263633
15WCXN1 X 2020-01-16,248.74514788263633
15WCXN1 X 2020-01-17,260.1124394329917
15WCXN1 X 2020-01-18,259.07915951359695
15WCXN1 X 2020-01-19,336.9002762865466
15WCXN1 X 2020-01-20,254.98031482424938
15WCXN1 X 2020-01-21,288.9708593237974
15WCXN1 X 2020-01-22,437.25025729528886
15WCXN1 X 2020-01-23,336.9002762865466
15WCXN1 X 2020-01-24,224.57956757820872
15WCXN1 X 2020-01-25,288.9708593237974
15WCXN1 X 2020-01-26,238.96693793701323
15WCXN1 X 2020-01-27,247.7929500946994
15WCXN1 X 2020-01-28,335.9480784986097
15WCXN1 X 2020-01-29,336.9002762865466
15WCXN1 X 2020-01-30,238.96693793701323
15WCXN1 X 2020-01-31,279.38186102143146
15WCXN1 X 2020-02-01,254.98031482424938
15WCXN1 X 2020-02-02,288.0186615358605
15WCXN1 X 2020-02-03,230.23106453474549
15WCXN1 X 2020-02-04,224.57956757820872
15WCXN1 X 2020-02-05,209.63567401112263
15WCXN1 X 2020-02-06,233.5749513010568
15WCXN1 X 2020-02-07,335.9480784986097
15WCXN1 X 2020-02-08,279.38186102143146
15WCXN1 X 2020-02-09,288.9708593237974
15WCXN1 X 2020-02-10,410.5291575112848
15WCXN1 X 2020-02-11,410.5291575112848
15WCXN1 X 2020-02-12,437.25025729528886
15WCXN1 X 2020-02-13,437.25025729528886
15WCXN1 X 2020-02-14,438.2024550832258
15WCXN1 X 2020-02-15,438.2024550832258
15WCXN1 X 2020-02-16,336.9002762865466
15WCXN1 X 2020-02-17,233.5749513010568
15WCXN1 X 2020-02-18,288.0186615358605
15WCXN1 X 2020-02-19,336.9002762865466
15WCXN1 X 2020-02-20,336.9002762865466
15WCXN1 X 2020-02-21,438.2024550832258
15WCXN1 X 2020-02-22,288.9708593237974
15WCXN1 X 2020-02-23,335.9480784986097
15WCXN1 X 2020-02-24,438.2024550832258
15WCXN1 X 2020-02-25,438.2024550832258
15WCXN1 X 2020-02-26,288.9708593237974
15WCXN1 X 2020-02-27,259.07915951359695
15WCXN1 X 2020-02-28,437.25025729528886
15WCXN1 X 2020-02-29,437.25025729528886
15WCXN1 X 2020-03-01,336.9002762865466
15WCXN1 X 2020-03-02,288.9708593237974
15WCXN1 X 2020-03-03,438.2024550832258
15WCXN1 X 2020-03-04,336.9002762865466
15WCXN1 X 2020-03-05,247.7929500946994
15WCXN1 X 2020-03-06,438.2024550832258
15WCXN1 X 2020-03-07,438.2024550832258
15WCXN1 X 2020-03-08,438.2024550832258
15WCXN1 X 2020-03-09,438.2024550832258
15WCXN1 X 2020-03-10,335.9480784986097
15WCXN1 X 2020-03-11,279.38186102143146
15WCXN1 X 2020-03-12,438.2024550832258
15WCXN1 X 2020-03-13,233.5749513010568
15WCXN1 X 2020-03-14,336.9002762865466
15WCXN1 X 2020-03-15,279.38186102143146
15WCXN1 X 2020-03-16,260.1124394329917
15WCXN1 X 2020-03-17,438.2024550832258
15WCXN1 X 2020-03-18,438.2024550832258
15WCXN1 X 2020-03-19,336.9002762865466
15WCXN1 X 2020-03-20,438.2024550832258
15WCXN1 X 2020-03-21,437.25025729528886
15WCXN1 X 2020-03-22,410.5291575112848
15WCXN1 X 2020-03-23,438.2024550832258
15WCXN1 X 2020-03-24,438.2024550832258
15WCXN1 X 2020-03-25,438.2024550832258
15WCXN1 X 2020-03-26,437.25025729528886
15WCXN1 X 2020-03-27,233.5749513010568
15WCXN1 X 2020-03-28,246.27856358811837
15WCXN1 X 2020-03-29,334.4336919920287
15WCXN1 X 2020-03-30,334.4336919920287
15WCXN1 X 2020-03-31,435.73587078870787
15WCXN1 X 2020-04-01,257.6458551384738
15WCXN1 X 2020-04-02,258.59805292641073
15WCXN1 X 2020-04-03,250.0057140068555
15WCXN1 X 2020-04-04,246.27856358811837
19090SM X 2020-01-02,438.2024550832258
19090SM X 2020-01-03,438.2024550832258
19090SM X 2020-01-04,438.2024550832258
19090SM X 2020-01-05,438.2024550832258
19090SM X 2020-01-06,438.2024550832258
19090SM X 2020-01-07,438.2024550832258
19090SM X 2020-01-08,438.2024550832258
19090SM X 2020-01-09,438.2024550832258
19090SM X 2020-01-10,438.2024550832258
19090SM X 2020-01-11,438.2024550832258
19090SM X 2020-01-12,438.2024550832258
19090SM X 2020-01-13,438.2024550832258
19090SM X 2020-01-14,438.2024550832258
19090SM X 2020-01-15,336.9002762865466
19090SM X 2020-01-16,438.2024550832258
19090SM X 2020-01-17,438.2024550832258
19090SM X 2020-01-18,438.2024550832258
19090SM X 2020-01-19,438.2024550832258
19090SM X 2020-01-20,438.2024550832258
19090SM X 2020-01-21,437.25025729528886
19090SM X 2020-01-22,438.2024550832258
19090SM X 2020-01-23,438.2024550832258
19090SM X 2020-02-18,438.2024550832258
19090SM X 2020-02-19,438.2024550832258
19090SM X 2020-02-20,438.2024550832258
19090SM X 2020-02-21,438.2024550832258
19090SM X 2020-02-22,437.25025729528886
19090SM X 2020-02-23,438.2024550832258
19090SM X 2020-02-24,438.2024550832258
19090SM X 2020-02-25,438.2024550832258
19090SM X 2020-02-26,438.2024550832258
19090SM X 2020-02-27,438.2024550832258
19090SM X 2020-02-28,438.2024550832258
19090SM X 2020-02-29,438.2024550832258
19090SM X 2020-03-01,438.2024550832258
19090SM X 2020-03-02,438.2024550832258
19090SM X 2020-03-03,438.2024550832258
19090SM X 2020-03-04,438.2024550832258
19090SM X 2020-03-05,438.2024550832258
19090SM X 2020-03-06,438.2024550832258
19090SM X 2020-03-07,438.2024550832258
19090SM X 2020-03-08,438.2024550832258
19090SM X 2020-03-09,437.25025729528886
19090SM X 2020-03-10,438.2024550832258
19090SM X 2020-03-11,438.2024550832258
19090SM X 2020-03-12,438.2024550832258
19090SM X 2020-03-13,438.2024550832258
19090SM X 2020-03-14,438.2024550832258
19090SM X 2020-03-15,438.2024550832258
19090SM X 2020-03-16,438.2024550832258
19090SM X 2020-03-17,438.2024550832258
19090SM X 2020-03-18,438.2024550832258
19090SM X 2020-03-19,438.2024550832258
19090SM X 2020-03-20,438.2024550832258
19090SM X 2020-03-21,438.2024550832258
19090SM X 2020-03-22,438.2024550832258
19090SM X 2020-03-23,438.2024550832258
19090SM X 2020-03-24,438.2024550832258
19090SM X 2020-03-25,438.2024550832258
19090SM X 2020-03-26,438.2024550832258
19090SM X 2020-03-27,438.2024550832258
19090SM X 2020-03-28,435.73587078870787
19090SM X 2020-03-29,435.73587078870787
19090SM X 2020-03-30,435.73587078870787
19090SM X 2020-03-31,435.73587078870787
19090SM X 2020-04-01,435.73587078870787
19090SM X 2020-04-02,435.73587078870787
19090SM X 2020-04-03,351.3078928035347
19090SM X 2020-04-04,435.73587078870787
1BD5TVT X 2020-01-02,438.2024550832258
1BD5TVT X 2020-01-03,438.2024550832258
1BD5TVT X 2020-01-04,438.2024550832258
1BD5TVT X 2020-01-05,438.2024550832258
1BD5TVT X 2020-01-06,438.2024550832258
1BD5TVT X 2020-01-07,438.2024550832258
1BD5TVT X 2020-01-08,438.2024550832258
1BD5TVT X 2020-01-09,438.2024550832258
1BD5TVT X 2020-01-10,438.2024550832258
1BD5TVT X 2020-01-11,438.2024550832258
1BD5TVT X 2020-01-12,438.2024550832258
1BD5TVT X 2020-01-13,438.2024550832258
1BD5TVT X 2020-01-14,438.2024550832258
1BD5TVT X 2020-01-15,438.2024550832258
1BD5TVT X 2020-01-16,438.2024550832258
1BD5TVT X 2020-01-17,438.2024550832258
1BD5TVT X 2020-01-18,438.2024550832258
1BD5TVT X 2020-01-19,438.2024550832258
1BD5TVT X 2020-01-20,438.2024550832258
1BD5TVT X 2020-01-21,438.2024550832258
1BD5TVT X 2020-01-22,438.2024550832258
1BD5TVT X 2020-01-23,438.2024550832258
1BD5TVT X 2020-01-24,438.2024550832258
1BD5TVT X 2020-01-25,438.2024550832258
1BD5TVT X 2020-01-26,438.2024550832258
1BD5TVT X 2020-01-27,438.2024550832258
1BD5TVT X 2020-01-28,438.2024550832258
1BD5TVT X 2020-01-29,438.2024550832258
1BD5TVT X 2020-01-30,438.2024550832258
1BD5TVT X 2020-01-31,438.2024550832258
1BD5TVT X 2020-02-01,438.2024550832258
1BD5TVT X 2020-02-02,438.2024550832258
1BD5TVT X 2020-02-03,438.2024550832258
1BD5TVT X 2020-02-04,438.2024550832258
1BD5TVT X 2020-02-05,438.2024550832258
1BD5TVT X 2020-02-06,438.2024550832258
1BD5TVT X 2020-02-07,438.2024550832258
1BD5TVT X 2020-02-08,438.2024550832258
1BD5TVT X 2020-02-09,438.2024550832258
1BD5TVT X 2020-02-10,438.2024550832258
1BD5TVT X 2020-02-11,438.2024550832258
1BD5TVT X 2020-02-12,438.2024550832258
1BD5TVT X 2020-02-13,438.2024550832258
1BD5TVT X 2020-02-14,438.2024550832258
1BD5TVT X 2020-02-15,438.2024550832258
1BD5TVT X 2020-02-16,438.2024550832258
1BD5TVT X 2020-02-17,438.2024550832258
1BD5TVT X 2020-02-18,438.2024550832258
1BD5TVT X 2020-02-19,438.2024550832258
1BD5TVT X 2020-02-20,438.2024550832258
1BD5TVT X 2020-02-21,438.2024550832258
1BD5TVT X 2020-02-22,438.2024550832258
1BD5TVT X 2020-02-23,438.2024550832258
1BD5TVT X 2020-02-24,438.2024550832258
1BD5TVT X 2020-02-25,438.2024550832258
1BD5TVT X 2020-02-26,438.2024550832258
1BD5TVT X 2020-02-27,438.2024550832258
1BD5TVT X 2020-02-28,438.2024550832258
1BD5TVT X 2020-02-29,438.2024550832258
1BD5TVT X 2020-03-01,438.2024550832258
1BD5TVT X 2020-03-02,438.2024550832258
1BD5TVT X 2020-03-03,438.2024550832258
1BD5TVT X 2020-03-04,438.2024550832258
1BD5TVT X 2020-03-05,438.2024550832258
1BD5TVT X 2020-03-06,438.2024550832258
1BD5TVT X 2020-03-07,438.2024550832258
1BD5TVT X 2020-03-08,438.2024550832258
1BD5TVT X 2020-03-09,438.2024550832258
1BD5TVT X 2020-03-10,438.2024550832258
1BD5TVT X 2020-03-11,438.2024550832258
1BD5TVT X 2020-03-12,438.2024550832258
1BD5TVT X 2020-03-13,438.2024550832258
1BD5TVT X 2020-03-14,438.2024550832258
1BD5TVT X 2020-03-15,438.2024550832258
1BD5TVT X 2020-03-16,438.2024550832258
1BD5TVT X 2020-03-17,438.2024550832258
1BD5TVT X 2020-03-18,438.2024550832258
1BD5TVT X 2020-03-19,438.2024550832258
1BD5TVT X 2020-03-20,438.2024550832258
1BD5TVT X 2020-03-21,438.2024550832258
1BD5TVT X 2020-03-22,438.2024550832258
1BD5TVT X 2020-03-23,438.2024550832258
1BD5TVT X 2020-03-24,438.2024550832258
1BD5TVT X 2020-03-25,438.2024550832258
1BD5TVT X 2020-03-26,438.2024550832258
1BD5TVT X 2020-03-27,438.2024550832258
1BD5TVT X 2020-03-28,435.73587078870787
1BD5TVT X 2020-03-29,435.73587078870787
1BD5TVT X 2020-03-30,435.73587078870787
1BD5TVT X 2020-03-31,435.73587078870787
1BD5TVT X 2020-04-01,435.73587078870787
1BD5TVT X 2020-04-02,435.73587078870787
1BD5TVT X 2020-04-03,351.3078928035347
1BD5TVT X 2020-04-04,435.73587078870787
1JJE0UY X 2020-01-02,437.25025729528886
1JJE0UY X 2020-01-03,437.25025729528886
1JJE0UY X 2020-01-04,438.2024550832258
1JJE0UY X 2020-01-05,438.2024550832258
1JJE0UY X 2020-01-06,438.2024550832258
1JJE0UY X 2020-01-07,437.25025729528886
1JJE0UY X 2020-01-08,437.25025729528886
1JJE0UY X 2020-01-09,437.25025729528886
1JJE0UY X 2020-01-10,438.2024550832258
1JJE0UY X 2020-01-11,438.2024550832258
1JJE0UY X 2020-01-12,437.25025729528886
1JJE0UY X 2020-01-13,437.25025729528886
1JJE0UY X 2020-01-14,437.25025729528886
1JJE0UY X 2020-01-15,438.2024550832258
1JJE0UY X 2020-01-16,438.2024550832258
1JJE0UY X 2020-01-17,438.2024550832258
1JJE0UY X 2020-01-18,437.25025729528886
1JJE0UY X 2020-01-19,335.9480784986097
1JJE0UY X 2020-01-20,438.2024550832258
1JJE0UY X 2020-01-21,438.2024550832258
1JJE0UY X 2020-01-22,438.2024550832258
1JJE0UY X 2020-01-23,437.25025729528886
1JJE0UY X 2020-01-24,437.25025729528886
1JJE0UY X 2020-01-25,438.2024550832258
1JJE0UY X 2020-01-26,438.2024550832258
1JJE0UY X 2020-01-27,438.2024550832258
1JJE0UY X 2020-01-28,437.25025729528886
1JJE0UY X 2020-01-29,437.25025729528886
1JJE0UY X 2020-01-30,437.25025729528886
1JJE0UY X 2020-01-31,438.2024550832258
1JJE0UY X 2020-02-01,438.2024550832258
1JJE0UY X 2020-02-02,437.25025729528886
1JJE0UY X 2020-02-03,437.25025729528886
1JJE0UY X 2020-02-04,437.25025729528886
1JJE0UY X 2020-02-05,438.2024550832258
1JJE0UY X 2020-02-06,438.2024550832258
1JJE0UY X 2020-02-07,438.2024550832258
1JJE0UY X 2020-02-08,437.25025729528886
1JJE0UY X 2020-02-09,437.25025729528886
1JJE0UY X 2020-02-10,437.25025729528886
1JJE0UY X 2020-02-11,438.2024550832258
1JJE0UY X 2020-02-12,438.2024550832258
1JJE0UY X 2020-02-13,437.25025729528886
1JJE0UY X 2020-02-14,437.25025729528886
1JJE0UY X 2020-02-15,437.25025729528886
1JJE0UY X 2020-02-16,438.2024550832258
1JJE0UY X 2020-02-17,438.2024550832258
1JJE0UY X 2020-02-18,437.25025729528886
1JJE0UY X 2020-02-19,437.25025729528886
1JJE0UY X 2020-02-20,437.25025729528886
1JJE0UY X 2020-02-21,438.2024550832258
1JJE0UY X 2020-02-22,438.2024550832258
1JJE0UY X 2020-02-23,438.2024550832258
1JJE0UY X 2020-02-24,437.25025729528886
1JJE0UY X 2020-02-25,437.25025729528886
1JJE0UY X 2020-02-26,438.2024550832258
1JJE0UY X 2020-02-27,438.2024550832258
1JJE0UY X 2020-02-28,410.5291575112848
1JJE0UY X 2020-02-29,437.25025729528886
1JJE0UY X 2020-03-01,437.25025729528886
1JJE0UY X 2020-03-02,437.25025729528886
1JJE0UY X 2020-03-03,438.2024550832258
1JJE0UY X 2020-03-04,438.2024550832258
1JJE0UY X 2020-03-05,437.25025729528886
1JJE0UY X 2020-03-06,437.25025729528886
1JJE0UY X 2020-03-07,437.25025729528886
1JJE0UY X 2020-03-08,438.2024550832258
1JJE0UY X 2020-03-09,438.2024550832258
1JJE0UY X 2020-03-10,438.2024550832258
1JJE0UY X 2020-03-11,437.25025729528886
1JJE0UY X 2020-03-12,437.25025729528886
1JJE0UY X 2020-03-13,438.2024550832258
1JJE0UY X 2020-03-14,438.2024550832258
1JJE0UY X 2020-03-15,438.2024550832258
1JJE0UY X 2020-03-16,437.25025729528886
1JJE0UY X 2020-03-17,437.25025729528886
1JJE0UY X 2020-03-18,437.25025729528886
1JJE0UY X 2020-03-19,438.2024550832258
1JJE0UY X 2020-03-20,438.2024550832258
1JJE0UY X 2020-03-21,336.9002762865466
1JJE0UY X 2020-03-22,288.0186615358605
1JJE0UY X 2020-03-23,260.1124394329917
1JJE0UY X 2020-03-24,288.9708593237974
1JJE0UY X 2020-03-25,336.9002762865466
1JJE0UY X 2020-03-26,259.07915951359695
1JJE0UY X 2020-03-27,288.0186615358605
1JJE0UY X 2020-03-28,434.78367300077093
1JJE0UY X 2020-03-29,407.1103754288299
1JJE0UY X 2020-03-30,435.73587078870787
1JJE0UY X 2020-03-31,435.73587078870787
1JJE0UY X 2020-04-01,435.73587078870787
1JJE0UY X 2020-04-02,434.78367300077093
1JJE0UY X 2020-04-03,350.35569501559775
1JJE0UY X 2020-04-04,435.73587078870787
1PILPB3 X 2020-01-02,336.9002762865466
1PILPB3 X 2020-01-03,410.5291575112848
1PILPB3 X 2020-01-04,410.5291575112848
1PILPB3 X 2020-01-05,438.2024550832258
1PILPB3 X 2020-01-06,438.2024550832258
1PILPB3 X 2020-01-07,438.2024550832258
1PILPB3 X 2020-01-08,438.2024550832258
1PILPB3 X 2020-01-09,438.2024550832258
1PILPB3 X 2020-01-10,438.2024550832258
1PILPB3 X 2020-01-11,438.2024550832258
1PILPB3 X 2020-01-12,438.2024550832258
1PILPB3 X 2020-01-13,410.5291575112848
1PILPB3 X 2020-01-14,438.2024550832258
1PILPB3 X 2020-01-15,336.9002762865466
1PILPB3 X 2020-01-16,438.2024550832258
1PILPB3 X 2020-01-17,438.2024550832258
1PILPB3 X 2020-01-18,437.25025729528886
1PILPB3 X 2020-01-19,438.2024550832258
1PILPB3 X 2020-01-20,438.2024550832258
1PILPB3 X 2020-01-21,410.5291575112848
1PILPB3 X 2020-01-22,438.2024550832258
1PILPB3 X 2020-01-23,438.2024550832258
1PILPB3 X 2020-01-24,438.2024550832258
1PILPB3 X 2020-01-25,438.2024550832258
1PILPB3 X 2020-01-26,438.2024550832258
1PILPB3 X 2020-01-27,438.2024550832258
1PILPB3 X 2020-01-28,438.2024550832258
1PILPB3 X 2020-01-29,438.2024550832258
1PILPB3 X 2020-01-30,438.2024550832258
1PILPB3 X 2020-01-31,438.2024550832258
1PILPB3 X 2020-02-01,410.5291575112848
1PILPB3 X 2020-02-02,438.2024550832258
1PILPB3 X 2020-02-03,437.25025729528886
1PILPB3 X 2020-02-04,410.5291575112848
1PILPB3 X 2020-02-05,438.2024550832258
1PILPB3 X 2020-02-06,336.9002762865466
1PILPB3 X 2020-02-07,438.2024550832258
1PILPB3 X 2020-02-08,336.9002762865466
1PILPB3 X 2020-02-09,410.5291575112848
1PILPB3 X 2020-02-10,410.5291575112848
1PILPB3 X 2020-02-11,336.9002762865466
1PILPB3 X 2020-02-12,438.2024550832258
1PILPB3 X 2020-02-13,438.2024550832258
1PILPB3 X 2020-02-14,438.2024550832258
1PILPB3 X 2020-02-15,438.2024550832258
1PILPB3 X 2020-02-16,438.2024550832258
1PILPB3 X 2020-02-17,410.5291575112848
1PILPB3 X 2020-02-18,336.9002762865466
